keywords;title;description;modified;Typ;Kontakt;URL
Lärm;Schienenverkehr;Mobil zu sein war schon immer ein Bedürfnis des Menschen, und der Transport von Gütern ist eine wichtige Voraussetzung für eine funktionierende Wirtschaft. Die Nutzung von Verkehrsmitteln, insbesondere des Autos, ist jedoch oft mit Lärm, gesundheitsschädigenden Luftschadstoffen und Emissionen von Treibhausgasen verbunden. Verkehrsbauten verbrauchen zudem Flächen und zerschneiden die Landschaft. Eine Verlagerung des Verkehrs von der Strasse auf die Schiene kann die schädlichen Auswirkungen deutlich reduzieren.;2024-09-20 00:00:00.000;Indikator;data@bafu.admin.ch;https://www.bafu.admin.ch/bafu/de/home/zustand/indikatoren.html/
Landschaft;Wohnfläche;Es gehört zu den Grundbedürfnissen, über ausreichend Wohnraum zu verfügen. Eine Zunahme der Wohnfläche trägt jedoch auch dazu bei, dass die ohnehin bereits knappe Landwirtschaftsfläche überbaut und mehr Energie verbraucht wird. Problematisch ist insbesondere der Heizenergieverbrauch, der eine Schlüsselrolle bei der Produktion von Treibhausgas-Emissionen einnimmt und damit massgeblich zur Klimaerwärmung beiträgt.;2023-01-17 00:00:00.000;Indikator;data@bafu.admin.ch;https://www.bafu.admin.ch/bafu/de/home/zustand/indikatoren.html/
Wasser;Verkäufe von Pflanzenschutzmitteln;;2024-11-26 00:00:00.000;Indikator;data@bafu.admin.ch;https://www.bafu.admin.ch/bafu/de/home/zustand/indikatoren.html/
Boden;Flächenverbrauch der Verkehrsinfrastruktur;;2024-09-20 00:00:00.000;Indikator;data@bafu.admin.ch;https://www.bafu.admin.ch/bafu/de/home/zustand/indikatoren.html/
Boden;Bodennutzung;;2024-09-20 00:00:00.000;Indikator;data@bafu.admin.ch;https://www.bafu.admin.ch/bafu/de/home/zustand/indikatoren.html/
Biodiversität;Stickstoff-Bilanz in der Landwirtschaft;Stickstoff (N) wird in der Landwirtschaft als Düngemittel eingesetzt. Wenn die dem Boden zugeführte Stickstoffmenge grösser ist als diejenige Menge, die dem Boden in Form landwirtschaftlicher Produkte wieder entzogen wird, ergibt dies einen Überschuss. Dieser Überschuss geht als atmosphärischer Stickstoff (N2), Ammoniak (NH3), Nitrat (NO3) und Lachgas (N2O) in die Umwelt. Ammoniak verändert sensible Ökosysteme wie Moore und Wälder, Nitrat belastet das Grundwasser, und Lachgas ist ein Klimagas mit hohem Erwärmungspotenzial.;2024-11-26 00:00:00.000;Indikator;data@bafu.admin.ch;https://www.bafu.admin.ch/bafu/de/home/zustand/indikatoren.html/
Klima;Energiebezugsfläche;Die Energiebezugsfläche (EBF) ist die Summe aller ober- und unterirdischen Geschossflächen, die inner- halb der thermischen Gebäudehülle liegen und für deren Nutzung ein Beheizen oder Klimatisieren notwendig ist.;2024-04-18 00:00:00.000;Indikator;data@bafu.admin.ch;https://www.bafu.admin.ch/bafu/de/home/zustand/indikatoren.html/
Klima;Energieverbrauch;;2024-11-09 00:00:00.000;Indikator;data@bafu.admin.ch;https://www.bafu.admin.ch/bafu/de/home/zustand/indikatoren.html/
Lärm;Bestand Personenwagen;;2024-06-21 00:00:00.000;Indikator;data@bafu.admin.ch;https://www.bafu.admin.ch/bafu/de/home/zustand/indikatoren.html/
Lärm;Luftverkehr;;2023-06-22 00:00:00.000;Indikator;data@bafu.admin.ch;https://www.bafu.admin.ch/bafu/de/home/zustand/indikatoren.html/
Luft;Landwirtschaftliche Produktion;Bestimmte Schadstoffe wie beispielsweise Ammoniak, Methan und Lachgas werden vornehmlich durch die Landwirtschaft produziert. Als besonders problematisch erweist sich dabei die Nutztierhaltung, aus welcher der überwiegende Teil der Ammoniak- und Methan-Emissionen stammt. Für die Freisetzung von Lachgas ist der Einsatz von Stickstoffdüngern auf den landwirtschaftlichen Nutzflächen verantwortlich. Ausserdem produzieren landwirtschaftliche Maschinen Emissionen von Kohlenmonoxid, Stickoxiden und Schwefeldioxid. Eine erhöhte Produktion im landwirtschaftlichen Bereich geht in der Regel mit höheren Emissionen dieser Schadstoffe einher.;;Indikator;data@bafu.admin.ch;https://www.bafu.admin.ch/bafu/de/home/zustand/indikatoren.html/
Luft;Industrielle Produktion;Die Produktion von Gütern ist zwangsläufig mit Umweltbelastungen verbunden. Dazu gehört neben dem Verbrauch von Rohstoffen, Wasser und Energie auch der Ausstoss von Schadstoffen. Sie belasten die Luft, das Wasser und den Boden. Auch die Entsorgung der Abfälle, die bei der Produktion entstehen, kann die Umwelt schädigen. Der Produktionsindex misst die monatliche Leistung des produzierenden Gewerbes. Ein Anstieg des Indexes wird in der Regel als erstrebenswert angesehen, da er von einer produktiven Wirtschaft zeugt. Man kann jedoch davon ausgehen, dass eine höhere Leistung auch mit einer höheren Umweltbelastung verbunden ist. Dem kann zwar – beispielsweise durch die Verwendung umweltfreundlicher Technologien oder den Verzicht auf umweltbelastende Materialien – entgegengewirkt werden. Allerdings können diese Massnahmen die negative Entwicklung bei einem kontinuierlichen Anstieg der Produktion nicht zwangsläufig aufhalten, sondern manchmal lediglich verlangsamen.;2022-01-20 00:00:00.000;Indikator;data@bafu.admin.ch;https://www.bafu.admin.ch/bafu/de/home/zustand/indikatoren.html/
Wasser;Medikamentenverbrauch;Bestimmte schwer abbaubare Medikamente werden über die Kläranlagen kontinuierlich in die Oberflächengewässer eingetragen, was zu einer chronischen Belastung von Wasserlebewesen führen kann. Für Fliessgewässer mit einem hohen Anteil an gereinigtem Abwasser kann beispielsweise davon ausgegangen werden, dass Forellen durch den Diclofenac – einem Wirkstoff verbreitet verwendeter Schmerzmittel – geschädigt werden. Der Medikamentenverbrauch gibt somit einen Hinweis auf die Belastung der Gewässer durch Medikamente.;2021-03-18 00:00:00.000;Indikator;data@bafu.admin.ch;https://www.bafu.admin.ch/bafu/de/home/zustand/indikatoren.html/
Chemikalien;Anzahl Betriebe, die PRTR unterliegen;;2024-04-23 00:00:00.000;Indikator;data@bafu.admin.ch;https://www.bafu.admin.ch/bafu/de/home/zustand/indikatoren.html/
Chemikalien;Transfer von AOX aus Betrieben;Die Menge an halogenierten organischen Verbindungen (AOX) stellt ein Standardparameter in der Beurteilung von Wasser, Abwasser und Klärschlamm dar. AOX ist die Summe von Absorbierbaren, Organisch gebundenen Halogenen (X=Halogen). Die wichtigsten Quellen sind allgemein Haushalt- und Industrieabwässer. In diesem Parameter sind sehr verschiedene Substanzen zusammengefasst. Die Daten stammen aus dem Schadstoffregister SwissPRTR (Pollutant Release and Transfer Register).;2024-04-23 00:00:00.000;Indikator;data@bafu.admin.ch;https://www.bafu.admin.ch/bafu/de/home/zustand/indikatoren.html/
Chemikalien;Freisetzung von Benzol aus Betrieben;Benzol steht beispielhaft für Schadstoffe, die von Industriebetrieben in die Luft freigesetzt werden. Es entsteht bei Verbrennungsprozessen sowie bei der Verdunstung von Brenn- und Treibstoffen. Benzol kann Krebs (Leukämie) erzeugen und hat in höherer Konzentration akute Auswirkungen auf Augen, Atemwege und das zentrale Nervensystem. Es wurde bisher keine Schwelle nachgewiesen, unterhalb derer keine Gefahr für die Gesundheit besteht. Die Daten stammen aus dem Schadstoffregister SwissPRTR (Pollutant Release and Transfer Register).;2024-04-23 00:00:00.000;Indikator;data@bafu.admin.ch;https://www.bafu.admin.ch/bafu/de/home/zustand/indikatoren.html/
Chemikalien;Freisetzung von Zink aus Betrieben;Zink steht beispielhaft für Schadstoffe, die von Industriebetrieben ins Wasser freigesetzt werden. Bei der angegebenen Summe handelt es sich um die Menge an Zink und Zinkverbindungen, die direkt in ein Gewässer gelangt, nicht ins Abwasser. Zink wird vorwiegend als Legierungsbestandteil sowie für Beschichtungen eingesetzt. Hauptquellen für die Freisetzung in Wasser sind metallverarbeitende Betriebe, das Auslösen aus verzinkten Rohren sowie Restmengen nach der Abwasserbehandlung. Die Daten stammen aus dem Schadstoffregister SwissPRTR (Pollutant Release and Transfer Register).;2024-04-23 00:00:00.000;Indikator;data@bafu.admin.ch;https://www.bafu.admin.ch/bafu/de/home/zustand/indikatoren.html/
Chemikalien;Ozonschicht über der Schweiz;Ozon ist ein Gas, das einen Teil der krebserregenden Ultraviolettstrahlung (UV-Strahlung) der Sonne absorbiert. In der Stratosphäre in 10 bis 40 km Höhe bildet es die sogenannte Ozonschicht. In den 1980er Jahren haben Wissenschaftler die zunehmende Zerstörung der Ozonschicht als Folge anthropogener Emissionen ozonschichtabbauender Stoffe (z. B. FCKW, HFCKW oder Halone) festgestellt. Der hier gezeigte Indikator bildet die Entwicklung des Zustands der Ozonschicht über der Schweiz ab. Er trägt dazu bei, die Wirksamkeit der bestehenden Massnahmen zum Schutz der Ozonschicht zu evaluieren und abzuschätzen, ob allenfalls weitere Massnahmen notwendig sind. Aufgrund der globalen Natur der Emissionen ozonschichtabbauender Stoffe und der atmosphärischen Transportprozesse müssen solche Massnahmen weltweit umgesetzt werden, wie es das Montrealer Protokoll vorsieht. Der Indikator spiegelt daher zu einem grossen Teil die globalen Anstrengungen zur Wiederherstellung der Ozonschicht wieder.  ;2024-03-21 00:00:00.000;Indikator;data@bafu.admin.ch;https://www.bafu.admin.ch/bafu/de/home/zustand/indikatoren.html/
Chemikalien;Verbrauch teilhalogenierter Fluorkohlenwasserstoffe;Teilhalogenierte Fluorkohlenwasserstoffe (HFKW) sind synthetische Chemikalien, welche sich durch hohe Treibhauspotenziale auszeichnen, einige bis zu mehrere tausendmal grösser als CO2. Sie finden heute in etlichen Bereichen Anwendung, so zum Beispiel als Kältemittel oder in Schaumstoffen. Aufgrund ihres starken Beitrags zur Klimaerwärmung wird in der Schweiz seit 2003 die Verwendung dieser Stoffe in der Chemikalien-Risikoreduktions-Verordnung zunehmend eingeschränkt und deren Emissionen somit reduziert. Seit 2019 ist zudem ein internationales Abkommen in Kraft (das Montrealer Protokoll einschliesslich seiner Erweiterung von 2016, dem sogenannten «Kigali Amendment»), in welchem sich die ratifizierenden Staaten dazu verpflichten, ihren Verbrauch der wesentlichen HFKW um 80-85% schrittweise zu senken. Die Schweiz hat das Kigali Amendment ratifiziert und berichtet nun jährlich seine Verbrauchsdaten. Diese entsprechen dem hier gezeigten Indikator. Der Indikator zeigt den Verbrauch der HFKW in der Schweiz und den gegenwärtigen Stand auf dem vorgegebenen Weg, diesen Verbrauch schrittweise zu senken. Er quantifiziert einen spezifischen Beitrag zu den klimapolitischen Zielen der Schweiz sowie die Einhaltung internationaler Verpflichtungen.;2024-02-29 00:00:00.000;Indikator;data@bafu.admin.ch;https://www.bafu.admin.ch/bafu/de/home/zustand/indikatoren.html/
Wald und Holz;Rodungen;Als Rodung bezeichnet man eine definitive oder vorübergehende Zweckentfremdung von Waldareal. Rodungen sind in der Schweiz im Interesse der Walderhaltung grundsätzlich verboten;;Indikator;data@bafu.admin.ch;https://www.bafu.admin.ch/bafu/de/home/zustand/indikatoren.html/
Wald und Holz;Erholung im Wald;Wir profitieren auf vielfältige Weise vom Wald: Er liefert uns Holz, schützt uns vor Naturgefahren und fördert die Artenvielfalt. Im Alltag ist der Wald für die Bevölkerung vor allem als Naherholungsraum präsent. Insbesondere in der Nähe von Agglomerationen sowie in Tourismusgebieten suchen viele Menschen im Wald nach Erholung. Dazu bietet der Wald ideale Bedingungen: Die saubere Luft, die Ruhe und das angenehme Schonklima fördern die physische und die psychische Regeneration. Neben ruhigeren Tätigkeiten wie Spazierengehen und Sammeln bietet der Wald auch Raum für unterschiedliche sportliche Aktivitäten wie Joggen, Nordic Walken oder Mountainbiken.;2023-06-19 00:00:00.000;Indikator;data@bafu.admin.ch;https://www.bafu.admin.ch/bafu/de/home/zustand/indikatoren.html/
Wald und Holz;Waldfläche;Der Wald hat viele Funktionen: Er ist Lieferant des erneuerbaren Rohstoffes Holz, schützt die Menschen vor Naturgefahren und ist Lebensraum für zahlreiche Pflanzen und Tiere. Er ist wichtig für den Trinkwasserschutz und spielt als Kohlenstoff-Speicher eine wichtige Rolle. Darüber hinaus schafft er, vor allem durch Holzernte und -verarbeitung, Arbeitsplätze und ist ein wichtiger Erholungsraum für die Bevölkerung. Eine genügend grosse und möglichst wenig fragmentierte Waldfläche ist Voraussetzung dafür, dass der Wald seine vielfältigen Funktionen erfüllen kann.;2023-06-19 00:00:00.000;Indikator;data@bafu.admin.ch;https://www.bafu.admin.ch/bafu/de/home/zustand/indikatoren.html/
Wald und Holz;Holzvorrat;Der Holzvorrat ist das stoffliche Kapital des Waldes. Er ist das Resultat aus natürlichen Einflüssen sowie aus Handlungen der Menschen. In diesem Sinne ist er keine Steuerungsgrösse (der Indikator ist folglich nicht bewertbar), wohl aber ein wichtiger Indikator beispielsweise für Überlegungen zum gebundenen Kohlenstoff. Zur Erhaltung der Stabilität des Waldes sowie aus waldbaulichen und ökologischen Gründen kann ein örtlich und zeitlich begrenzter Vorratsabbau sinnvoll sein.  ;;Indikator;data@bafu.admin.ch;https://www.bafu.admin.ch/bafu/de/home/zustand/indikatoren.html/
Wald und Holz;Baumartenzusammensetzung;Der Wald ist für die biologische Vielfalt in der Schweiz von grosser Bedeutung: Fast die Hälfte der einheimischen Tiere und Pflanzenarten ist auf ihn angewiesen. Die Schweizer Landschaft wäre von Natur aus überwiegend von Buchen- und Fichtenwäldern geprägt, die relativ artenarm sind. Wälder, die reich an unterschiedlichen Baumarten sind, entstehen entweder auf natürliche Weise in langen (Klimax) oder kurzfristig durch menschliche Eingriffe.;2023-06-19 00:00:00.000;Indikator;data@bafu.admin.ch;https://www.bafu.admin.ch/bafu/de/home/zustand/indikatoren.html/
Wald und Holz;Totholz;Unter Totholz sind abgestorbene Bäume oder Baumteile zu verstehen;;Indikator;data@bafu.admin.ch;https://www.bafu.admin.ch/bafu/de/home/zustand/indikatoren.html/
Wald und Holz;Ergebnis der Waldbewirtschaftung;Der Indikator gibt Auskunft über die wirtschaftliche Lage der öffentlichen Forstbetriebe. Die Sicherstellung der ökonomischen Dimension der Nachhaltigkeit ist mit dieser Sichtweise eine zentrale Grundvoraussetzung für alle nicht verzichtbaren Leistungen einer effektiven und effizienten Waldbewirtschaftung zu Gunsten von Gesellschaft, Umwelt und Wirtschaft. Der Bund stellt dabei Daten zur Struktur, Wirtschaftlichkeit und natürlichen Produktionsgrundlagen bereit. Im öffentlichen und privaten Kleinwald werden diese Daten nicht erhoben.;;Indikator;data@bafu.admin.ch;https://www.bafu.admin.ch/bafu/de/home/zustand/indikatoren.html/
Wald und Holz;Holzernte nach Sortimenten;Die Höhe der Holzernte ist abhängig von Aufwand und Ertrag. Die Kosten können durch die Waldbesitzer beeinflusst werden (Rationalisierung der Waldbewirtschaftung), die Erlöse hingegen nicht: Die Holzpreise werden weitgehend von den internationalen Märkten bestimmt. Weiter sind sie abhängig von natürlichen Kalamitäten wie Stürmen. Die eingeschlagene Holzmenge ist grösstenteils durch die Nutzungspläne vorgegeben und wird durch die kantonalen Forstdienste überwacht.;2024-10-08 00:00:00.000;Indikator;data@bafu.admin.ch;https://www.bafu.admin.ch/bafu/de/home/zustand/indikatoren.html/
Wald und Holz;Hektaren gepflegte Jungwaldfläche ausserhalb Schutzwald;Der Bund hat die Pflege von Jungwäldern mit den Kantonen vereinbart. Die Förderung der Jungwaldpflege ist eine Investition in die zukünftige Waldgeneration und sichert längerfristig wichtige Leistungen des Waldes für die Öffentlichkeit (z. B. Biodiversität auf der ganzen Waldfläche, Schutz des Trinkwassers usw.). Mit einer relativ geringen Investition wird eine grosse Flächenwirkung erzielt. Im Zusammenhang mit dem Klimawandel werden die Waldbestände höheren biotischen und abiotischen Anforderungen ausgesetzt. Damit die neue Waldgeneration widerstandsfähig und im Störungsfall auch regenerationsfähig ist, sind die jungen Waldbestände naturnah, standortgerecht, leistungsfähig sowie anpassungsfähig bezüglich des Klimawandels zu gestalten. Dazu sind eine entsprechende minimale Pflege und im Störungsfall eine entsprechende Wiederbewaldung erforderlich, speziell auch auf klimasensitiven Standorten.;2023-06-19 00:00:00.000;Indikator;data@bafu.admin.ch;https://www.bafu.admin.ch/bafu/de/home/zustand/indikatoren.html/
Wald und Holz;Waldreservate;In den Waldreservaten hat die Erhaltung und Förderung der Biodiversität absoluten Vorrang vor allen anderen Interessen. In Naturwaldreservaten wird ganz auf forstliche Eingriffe verzichtet, damit sich der Wald wieder natürlich entwickeln kann. In Sonderwaldreservaten wird gezielt eingegriffen, um bedrohte Arten Lebensräume zu fördern. Dazu gehören zum Beispiel viele Arten, die viel Licht und Wärme benötigen. Diese Schutzgebiete sind wichtig für die national prioritären Arten und Waldgesellschaften bzw. Lebensräume. Die Waldflächen mit natürlicher Entwicklung dienen ebenfalls als Referenzfläche für Forschungsarbeiten im Bezug zur naturnahen Waldbewirtschaftung oder zum Klimawandel.;;Indikator;data@bafu.admin.ch;https://www.bafu.admin.ch/bafu/de/home/zustand/indikatoren.html/
Wald und Holz;Rohholzpreise;Holz ist eine wichtige natürliche Ressource. Es ist erneuerbar, klimaneutral, stofflich verwertbar und energetisch einsetzbar. Aus diesem Grund ist es wichtig, dass das Holz so effizient und nachhaltig wie möglich genutzt wird. Bestimmend für die Holznutzung und die Holzverwendung sind Gestehungskosten und Erlöse. Die Preise sind abhängig von natürlichen Kalamitäten wie Sturmereignissen sowie von den internationalen Märkten und der jeweiligen Konjunkturlage. Die Produzenten können sie kaum beeinflussen.;2023-06-19 00:00:00.000;Indikator;data@bafu.admin.ch;https://www.bafu.admin.ch/bafu/de/home/zustand/indikatoren.html/
